Country,Total,Anti-Discrimination legislation,Marriage / Civil Partnership,Adoption Allowed,Transgender Rights,Intersex / 3rd Option,Equal age of consent,Conversion Therapy”,LGBT Marketing,Religious influence,HIV travel restrictions,Anti-Gay Laws,Homosexualit Illegal,Pride Banned,Cencorship,Locals Hostile,Prosecution,Murders,Death Sentences,,,,,,,,,,,,,,,,
1         Canada             12             3                    2                 2                   2                    1                      0               1                    0                0            0             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1         Malta              12             2                    2                 2                   3                    2                      0               1                    1                0            0             0                 0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1         New Zealand        12             2                    2                 2                   3                    1                      0               1                    0                0            0             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1         Portugal           12             3                    2                 2                   3                    1                      0               1                    0                0            0             0                 0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1         Spain              12             2                    2                 2                   3                    2                      0               1                    1                0            0             0                 0                    0            -1              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6         Australia          11             2                    2                 2                   2                    1                      0               1                    1                0           -1             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6         Switzerland        11             3                    2                 2                   3                  -1                       0               1                    1                0            0             0                 0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8         Denmark            10             2                    2                 2                   3                    1                      0             -1                     0                0            0             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8         Germany            10             2                    2                 2                   1                    2                      0               1                    1                0            0             0                 0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8         Iceland            10             2                    2                 2                   3                    1                      0             -1                     0                0            0             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8         Norway             10             2                    2                 2                   3                  -1                       0               1                    0                0            0             0                 0                    0             0              1               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8         Uruguay            10             2                    2                 2                   3                    1                      0               1                    0                0            0             0                 0                    0             0              0               0           -1           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           Monaco                   -3           0                      1                 0                 -1                   -1                       0             -1                      0              -1            0             0                  0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           Mongolia                 -3           1                     -1                 0                   1                  -1                       0             -1                      0               0            0            -1                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           North Macedonia          -3           2                     -1                 0                   1                  -1                       0             -1                      0              -1            0            -1                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           Romania                  -3           2                     -1                 0                   1                  -1                       0             -1                      0              -1            0            -1                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           Serbia                   -3           2                     -1                 0                   2                  -1                       0             -1                      0              -1            0            -1                  0                    0             0            -1              -1             0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70           St. Maarten              -3           1                      0                 0                   0                  -1                       0             -1                      0              -1            0            -1                  0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Barbados                 -4           1                      0                 0                 -1                   -1                       0             -1                      0              -1            0            -1                  0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Botswana                 -4           1                     -1                 0                   0                  -1                       0             -1                      0              -1            0             0                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Cabo Verde               -4           1                     -1                 0                 -1                   -1                       0             -1                      0              -1            0             0                  0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Cambodia                 -4           0                      0                 0                 -1                   -1                       0             -1                      0               0            0            -1                  0                    0             0              0               0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Kosovo                   -4           3                     -1                 0                 -1                   -1                       0             -1                      0              -2            0             0                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Lithuania                -4           2                     -1               -1                    2                  -1                       0             -1                      0              -1            0            -1                  0                    0            -1            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84           Macao                    -4           1                     -1                 0                 -1                   -1                       0             -1                      0               0            0             0                  0                    0             0            -1                0            0           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
